iter	F1	Logloss
362	1	0.02466384606
363	1	0.02453489228
364	1	0.02434913092
365	1	0.0242834206
366	1	0.02425312819
367	1	0.02412738184
368	1	0.02404971502
369	1	0.02397252176
370	1	0.02388824301
371	1	0.02381586622
372	1	0.02376489224
373	1	0.02371600866
374	1	0.02359681667
375	1	0.02354973239
376	1	0.02344690716
377	1	0.02342749706
378	1	0.02331809386
379	1	0.02319024527
380	1	0.02312777121
381	1	0.02305284377
382	1	0.02295661468
383	1	0.02286771864
384	1	0.02270110518
385	1	0.0224650424
386	1	0.02237694811
387	1	0.02227229928
388	1	0.02218905929
389	1	0.02214081341
390	1	0.02200205277
391	1	0.02187370968
392	1	0.02178276893
393	1	0.02158361672
394	1	0.02146031575
395	1	0.02126831802
396	1	0.02118157796
397	1	0.02104965563
398	1	0.02100277345
399	1	0.02097235536
400	1	0.02088513092
401	1	0.02083346706
402	1	0.02075181504
403	1	0.02073299658
404	1	0.02063030483
405	1	0.02060411543
406	1	0.020586943
407	1	0.02057480456
408	1	0.02053977961
409	1	0.0204686156
410	1	0.02045170813
411	1	0.02030750724
412	1	0.02029972865
413	1	0.02017066565
414	1	0.02009633198
415	1	0.02004452678
416	1	0.01994948103
417	1	0.01985918759
418	1	0.01979469281
419	1	0.01975450772
420	1	0.01964065208
421	1	0.01959823904
422	1	0.01949726877
423	1	0.01941390896
424	1	0.01931059149
425	1	0.01925897007
426	1	0.01922186144
427	1	0.01916908124
428	1	0.01908933635
429	1	0.0189947536
430	1	0.01890765694
431	1	0.01883220013
432	1	0.01869558432
433	1	0.01863480922
434	1	0.01862339459
435	1	0.01847707626
436	1	0.01840781835
437	1	0.0183525021
438	1	0.01830725412
439	1	0.01824679737
440	1	0.01815925739
441	1	0.01810057877
442	1	0.01799065838
443	1	0.01790576973
444	1	0.01782551629
445	1	0.01774451991
446	1	0.01772250298
447	1	0.01769915404
448	1	0.01758397538
449	1	0.01757515768
450	1	0.01751276724
451	1	0.0174472993
452	1	0.01739621129
453	1	0.01734915154
454	1	0.01717495393
455	1	0.01714931359
456	1	0.01704141063
457	1	0.01702587367
458	1	0.01692309496
459	1	0.01691052455
460	1	0.0168674043
461	1	0.01681230736
462	1	0.01675443584
463	1	0.01668360132
464	1	0.01665814583
465	1	0.01653425605
466	1	0.01647706122
467	1	0.01642843204
468	1	0.01636565672
469	1	0.01628543987
470	1	0.01626438825
471	1	0.01623862261
472	1	0.01617736998
473	1	0.01615499503
474	1	0.01610055414
475	1	0.01601470365
476	1	0.01600212905
477	1	0.01592210371
478	1	0.01590876155
479	1	0.01583808413
480	1	0.01579984353
481	1	0.01573051712
482	1	0.01567075341
483	1	0.01565432547
484	1	0.01561164802
485	1	0.01558796088
486	1	0.01552946049
487	1	0.01543343372
488	1	0.01541592251
489	1	0.01539238425
490	1	0.01537761026
491	1	0.01536474836
492	1	0.01528970173
493	1	0.01513405787
494	1	0.01510694351
495	1	0.01504800625
496	1	0.01499295771
497	1	0.01495784711
498	1	0.01489548386
499	1	0.01485789504
500	1	0.01475958423
501	1	0.01473204163
502	1	0.01464075159
503	1	0.01462229718
504	1	0.01455526182
505	1	0.01452733353
506	1	0.01445600899
507	1	0.01438043112
508	1	0.01436838329
509	1	0.01435142577
510	1	0.01431071896
511	1	0.01426565989
512	1	0.01423146022
513	1	0.0142216676
514	1	0.01419416652
515	1	0.01413206839
516	1	0.01410582985
517	1	0.01404511741
518	1	0.01401207019
519	1	0.01397184477
520	1	0.01390066277
521	1	0.0138797003
522	1	0.01384611016
523	1	0.01382594157
524	1	0.0137437281
525	1	0.01372249127
526	1	0.01371035872
527	1	0.01369460055
528	1	0.01368386182
529	1	0.01365715906
530	1	0.01365077747
531	1	0.01362833575
532	1	0.01352751515
533	1	0.01350897032
534	1	0.0134912774
535	1	0.01344746324
536	1	0.01341131324
537	1	0.0133518044
538	1	0.01334565854
539	1	0.0132857774
540	1	0.01327831827
541	1	0.01324965785
542	1	0.01322010528
543	1	0.01317047262
544	1	0.01311198425
545	1	0.01304852162
546	1	0.01304318088
547	1	0.01295325233
548	1	0.01294002396
549	1	0.01292042705
550	1	0.01289425085
551	1	0.01288870182
552	1	0.012824045
553	1	0.01276577684
554	1	0.01275557638
555	1	0.01274262691
556	1	0.01272058948
557	1	0.01271316052
558	1	0.01267403959
559	1	0.01264671615
560	1	0.01261162943
561	1	0.01260839394
562	1	0.01254355452
563	1	0.01251957532
564	1	0.01250539702
565	1	0.01248765765
566	1	0.01246666807
567	1	0.01241352849
568	1	0.01240243238
569	1	0.01237093326
570	1	0.01236508327
571	1	0.01235903145
572	1	0.01234641516
573	1	0.01232277477
574	1	0.01229923961
575	1	0.01228199344
576	1	0.0122671492
577	1	0.01225931675
578	1	0.01222200927
579	1	0.0122065158
580	1	0.01217189857
581	1	0.01215382204
582	1	0.01211505324
583	1	0.01209101678
584	1	0.01208458546
585	1	0.01204824066
586	1	0.01200222324
587	1	0.01197949685
588	1	0.01197537727
589	1	0.01196952064
590	1	0.01192923506
591	1	0.01187154725
592	1	0.0118315622
593	1	0.01181367521
594	1	0.01179734061
595	1	0.0117706905
596	1	0.01173232414
597	1	0.01170356293
598	1	0.01167507519
599	1	0.01164693992
600	1	0.01161858963
601	1	0.01158837867
602	1	0.0115659444
603	1	0.01149427954
604	1	0.01142045847
605	1	0.01141129587
606	1	0.01137764891
607	1	0.01134441369
608	1	0.01134030124
609	1	0.01131818003
610	1	0.0112674052
611	1	0.01125379553
612	1	0.0112361386
613	1	0.01120821846
614	1	0.01116471547
615	1	0.01111705712
616	1	0.01108366788
617	1	0.01107976208
618	1	0.01107666392
619	1	0.01106313369
620	1	0.01099505376
621	1	0.01095719049
622	1	0.01091627847
623	1	0.01090252204
624	1	0.01087405804
625	1	0.01080607299
626	1	0.01079352518
627	1	0.01077732997
628	1	0.01074029945
629	1	0.01068866812
630	1	0.01067049956
631	1	0.01065075722
632	1	0.01062087461
633	1	0.01059801919
634	1	0.01056836897
635	1	0.0105347431
636	1	0.01050032152
637	1	0.01048254535
638	1	0.01047911301
639	1	0.0104712059
640	1	0.01046790538
641	1	0.01040801069
642	1	0.01038828952
643	1	0.01037089379
644	1	0.0103518548
645	1	0.01033874954
646	1	0.01033285081
647	1	0.01027965054
648	1	0.01026123033
649	1	0.01022007182
650	1	0.0101939986
651	1	0.01018024093
652	1	0.01016570187
653	1	0.01013477878
654	1	0.01011372997
655	1	0.01009564486
656	1	0.01008087197
657	1	0.01001825901
658	1	0.009985806824
659	1	0.009967551591
660	1	0.009958439705
661	1	0.009938241946
662	1	0.009904723614
663	1	0.009900318192
664	1	0.009880414061
665	1	0.009871986924
666	1	0.009862964142
667	1	0.009860073819
668	1	0.009850670038
669	1	0.009830616254
670	1	0.009802439209
671	1	0.009778920544
672	1	0.009749461305
673	1	0.009723808547
674	1	0.009702386301
675	1	0.009690091837
676	1	0.009669467397
677	1	0.009616219168
678	1	0.009597848037
679	1	0.009571986393
680	1	0.009552084825
681	1	0.009540705789
682	1	0.0094987551
683	1	0.009484885093
684	1	0.009453142977
685	1	0.009424403474
686	1	0.009406954418
687	1	0.009385867736
688	1	0.009377771881
689	1	0.00937031979
690	1	0.009351350831
691	1	0.009343736506
692	1	0.00932822538
693	1	0.009325289708
694	1	0.009285804956
695	1	0.009234310616
696	1	0.009216542454
697	1	0.009206391352
698	1	0.009170260747
699	1	0.009141390851
700	1	0.009133434131
701	1	0.009111625434
702	1	0.009088775402
703	1	0.009080160821
704	1	0.009065467046
705	1	0.009061314028
706	1	0.009057031536
707	1	0.009021192005
708	1	0.009003758704
709	1	0.009001542897
710	1	0.008978246805
711	1	0.008970983156
712	1	0.008948221317
713	1	0.008933735272
714	1	0.008920567674
715	1	0.008894090628
716	1	0.008890329389
717	1	0.008866175066
718	1	0.008845217555
719	1	0.00883908549
720	1	0.008833184384
721	1	0.008831368018
722	1	0.008783756696
723	1	0.008747844878
724	1	0.008717544399
725	1	0.008701909943
726	1	0.008687215387
727	1	0.008676019818
728	1	0.008671113508
729	1	0.008667094163
730	1	0.00866489435
731	1	0.008655420508
732	1	0.008620930711
733	1	0.008617134105
734	1	0.008592907224
735	1	0.008585446956
736	1	0.008570238392
737	1	0.008557843371
738	1	0.00854096449
739	1	0.00851442662
740	1	0.008496500693
741	1	0.008481158482
742	1	0.008464127631
743	1	0.008447856023
744	1	0.008445777147
745	1	0.008434218326
746	1	0.00841270632
747	1	0.008408748909
748	1	0.00837007445
749	1	0.008361143918
750	1	0.008322412323
751	1	0.00831318777
752	1	0.008305304508
753	1	0.008297087492
754	1	0.008285726343
755	1	0.00828145226
756	1	0.008258393517
757	1	0.008219294436
758	1	0.008215447602
759	1	0.008196692696
760	1	0.008191886956
761	1	0.008167252548
762	1	0.008131038815
763	1	0.008120614402
764	1	0.008109201977
765	1	0.00808684757
766	1	0.008060339418
767	1	0.008045346414
768	1	0.008035638791
769	1	0.008022503252
770	1	0.008019663576
771	1	0.008009420876
772	1	0.008001899898
773	1	0.007988443686
774	1	0.007982623698
775	1	0.007952224591
776	1	0.007941943649
777	1	0.007938977377
778	1	0.007930390612
779	1	0.007902217423
780	1	0.007890951663
781	1	0.007853486676
782	1	0.00783938392
783	1	0.007815483291
784	1	0.007784702266
785	1	0.007773280879
786	1	0.007765723497
787	1	0.007761524657
788	1	0.007736654218
789	1	0.007703037474
790	1	0.007697350189
791	1	0.00767034367
792	1	0.007664521631
793	1	0.007633361076
794	1	0.007628923446
795	1	0.00762031472
796	1	0.007611437671
797	1	0.007571239268
798	1	0.007564958659
799	1	0.00756073696
800	1	0.007554716908
801	1	0.007540523915
802	1	0.007528314789
803	1	0.007520619203
804	1	0.007500796508
805	1	0.007486463674
806	1	0.007474100448
807	1	0.007465975464
808	1	0.007452103184
809	1	0.007401522124
810	1	0.007397047484
811	1	0.007391482027
812	1	0.007377236391
813	1	0.007374441314
814	1	0.007358184659
815	1	0.007342298
816	1	0.007335890298
817	1	0.007320591908
818	1	0.007291977787
819	1	0.007289526835
820	1	0.007287690716
821	1	0.007276537839
822	1	0.007265164034
823	1	0.007235431879
824	1	0.007227266785
825	1	0.007224426966
826	1	0.007216075375
827	1	0.007181229289
828	1	0.007173963731
829	1	0.007154810878
830	1	0.00714843823
831	1	0.007146294848
832	1	0.007134728409
833	1	0.007125102144
834	1	0.007109383286
835	1	0.007101937243
836	1	0.00707330896
837	1	0.007062654579
838	1	0.007039223012
839	1	0.007029802305
840	1	0.007007227345
841	1	0.006998006851
842	1	0.006991315459
843	1	0.006980051698
844	1	0.006965381099
845	1	0.006957487239
846	1	0.006932279036
847	1	0.006921795279
848	1	0.006902997512
849	1	0.006895254324
850	1	0.006885641839
851	1	0.006866712768
852	1	0.00684996256
853	1	0.00684544269
854	1	0.006842500296
855	1	0.006840209011
856	1	0.006836053774
857	1	0.006814535276
858	1	0.006795081959
859	1	0.006789485967
860	1	0.006771693099
861	1	0.00676748933
862	1	0.006746110661
863	1	0.006741121148
864	1	0.006734436122
865	1	0.006732671454
866	1	0.006718946879
867	1	0.006707599998
868	1	0.006703663722
869	1	0.006700503616
870	1	0.006675323945
871	1	0.00666705877
872	1	0.006640445197
873	1	0.006629501292
874	1	0.006603311422
875	1	0.006589033926
876	1	0.006586975868
877	1	0.006581064112
878	1	0.006570709247
879	1	0.006569010577
880	1	0.006559455909
881	1	0.00655365415
882	1	0.006533285478
883	1	0.006528066143
884	1	0.006515701781
885	1	0.00650662862
886	1	0.006491420454
887	1	0.006487236774
888	1	0.006475847739
889	1	0.006454105944
890	1	0.006438631023
891	1	0.006425155594
892	1	0.006422211141
893	1	0.006419313223
894	1	0.006411490406
895	1	0.006404444193
896	1	0.006391698397
897	1	0.006382056782
898	1	0.006378400365
899	1	0.00635901452
900	1	0.006345152945
901	1	0.006318062276
902	1	0.006309463723
903	1	0.006306770331
904	1	0.00629515911
905	1	0.006282857382
906	1	0.006278540292
907	1	0.006257966506
908	1	0.006243788157
909	1	0.006223308814
910	1	0.006221246796
911	1	0.006208876246
912	1	0.006189016537
913	1	0.006188004845
914	1	0.006169062245
915	1	0.006139164365
916	1	0.006138213512
917	1	0.006126978964
918	1	0.006108288264
919	1	0.006097046979
920	1	0.006096055524
921	1	0.006086902492
922	1	0.006081563651
923	1	0.006070366758
924	1	0.006062084711
925	1	0.006059958612
926	1	0.006050411169
927	1	0.006035428697
928	1	0.006027286218
929	1	0.006025561732
930	1	0.006006922477
931	1	0.006002745715
932	1	0.006001207721
933	1	0.005999022128
934	1	0.005996733972
935	1	0.005988944441
936	1	0.005963208236
937	1	0.005949594636
938	1	0.005946103186
939	1	0.005932655457
940	1	0.005924632736
941	1	0.005919764757
942	1	0.005917775959
943	1	0.005904173363
944	1	0.005890062808
945	1	0.005887450685
946	1	0.005885870435
947	1	0.005872025982
948	1	0.0058661639
949	1	0.005864494828
950	1	0.005839572091
951	1	0.005838136892
952	1	0.005834144684
953	1	0.005823360357
954	1	0.00581948408
955	1	0.005816824446
956	1	0.005807560823
957	1	0.005800047777
958	1	0.005796862688
959	1	0.005776616007
960	1	0.005774606108
961	1	0.005765843879
962	1	0.005763727025
963	1	0.005758909055
964	1	0.005740945176
965	1	0.005722413582
966	1	0.005701221089
967	1	0.005694541945
968	1	0.005673556917
969	1	0.005669319418
970	1	0.005667605701
971	1	0.005653365946
972	1	0.005651032599
973	1	0.005648198665
974	1	0.005646359972
975	1	0.005641643697
976	1	0.005630472357
977	1	0.00560730839
978	1	0.005600742361
979	1	0.005597889406
980	1	0.005594852539
981	1	0.005587460692
982	1	0.00557295864
983	1	0.005552294489
984	1	0.005538219824
985	1	0.00553724739
986	1	0.005509388835
987	1	0.005508402857
988	1	0.005501177615
989	1	0.005483594108
990	1	0.005478633173
991	1	0.00547394561
992	1	0.005454880383
993	1	0.005447239178
994	1	0.005446123213
995	1	0.005434694141
996	1	0.005433422256
997	1	0.005430196981
998	1	0.005422988276
999	1	0.005413410393
